transaction_id,description,amount,category
TXN316818,yatra travels payment #4834,309.76,Travel & Transport
TXN632280,chai sutta bar payment #9914,2585.91,Food & Dining
TXN801279,google one payment #2999,2497.17,Bills & Subscriptions
TXN985874,reliance fresh payment #8222,1896.99,Groceries
TXN540538,airtel digital tv payment #3163,2422.13,Utilities
TXN283919,tneb payment payment #8317,1911.86,Utilities
TXN594988,youtube premium payment #6269,1138.69,Bills & Subscriptions
TXN352867,bharatpetrol payment #2640,1314.5,Fuel
83,swiggy grocery,18.0,Food & Dining
TXN250202,zee5 premium payment #7968,4706.98,Bills & Subscriptions
TXN782524,zee5 premium payment #7032,3512.63,Bills & Subscriptions
TXN323095,uber payment #7637,3869.08,Travel & Transport
TXN691088,municipal water tax payment #5981,3662.16,Utilities
TXN569237,makemytrip payment #6898,4812.09,Travel & Transport
TXN607938,jio fiber payment #2204,2407.85,Utilities
TXN163156,atm cash removal payment #6003,2886.28,Financial Services
TXN708093,reversal charge payment #5891,4203.63,Financial Services
TXN258157,sbi atm payment #9849,494.83,Financial Services
TXN932291,atm fee payment #4501,2604.75,Financial Services
TXN495476,canva pro payment #5483,148.33,Bills & Subscriptions
TXN513989,viva fitness gym payment #2392,684.17,Health & Fitness
TXN122390,yatra travels payment #8187,3692.63,Travel & Transport
TXN334903,donation payment payment #9856,1721.51,Others
TXN349068,burger king payment #6968,3414.18,Food & Dining
TXN381631,shell payment #1807,3754.17,Fuel
63,gujarat gas bill,1300.0,Utilities
TXN114768,brewberrys cafe payment #5215,3621.13,Food & Dining
TXN487743,nature's basket payment #1870,2262.57,Groceries
TXN602577,youtube premium payment #3626,3364.4,Bills & Subscriptions
TXN494763,reliance petrol pump payment #5511,2176.65,Fuel
270,upi transfer for hospital payment,4500.0,Financial Services
TXN950874,medplus payment #6504,2533.98,Health & Fitness
TXN101773,amazonpay upi payment #1727,3573.05,Financial Services
TXN265146,tata play dth payment #2927,1436.01,Utilities
TXN296972,reliance fresh payment #7458,3468.1,Groceries
TXN602028,nobroker services payment #2320,4448.84,Others
TXN877468,dmart ready payment #2595,1723.46,Groceries
TXN614889,nature's basket payment #4407,2014.92,Groceries
10,myntra online shopping,320.5,Shopping
TXN664271,xbox live payment #9011,3836.08,Entertainment
TXN523533,torrent power payment #9039,2442.88,Utilities
TXN334665,adani electricity payment #8625,2405.67,Utilities
TXN150068,faasos payment #4893,1575.64,Food & Dining
TXN207473,bhim upi payment #4657,783.74,Financial Services
TXN227885,makemytrip payment #7251,4158.44,Travel & Transport
TXN760356,bajaj finance emi payment #2193,2331.54,Financial Services
TXN834733,abhibus payment #5122,4708.14,Travel & Transport
TXN818113,reliance trends payment #9180,2798.15,Shopping
TXN482755,microsoft 365 payment #7941,1666.25,Bills & Subscriptions
TXN961010,gaana plus payment #4425,134.96,Entertainment
TXN897846,bescom electricity payment #4437,3790.55,Utilities
TXN933853,google one payment #6328,411.14,Bills & Subscriptions
TXN893969,hpcl pump payment #3415,689.38,Fuel
TXN667430,inox movies payment #6098,2959.96,Entertainment
TXN661307,hathway broadband payment #8898,693.9,Utilities
TXN469685,wow momo payment #8325,307.54,Food & Dining
41,jio cinema subscription,29.99,Bills & Subscriptions
TXN653829,v mart payment #2341,2674.98,Shopping
TXN803176,zee5 premium payment #8803,4762.37,Bills & Subscriptions
TXN551607,neft transfer payment #5806,1856.47,Financial Services
TXN886343,canva pro payment #4041,1084.61,Bills & Subscriptions
TXN170997,dmart ready payment #2923,4563.16,Groceries
TXN612357,prime membership payment #6711,2597.08,Bills & Subscriptions
TXN234618,bharatpetrol payment #3845,3679.42,Fuel
TXN282313,tanishq payment #5262,4118.44,Shopping
TXN331241,h&m india payment #1505,3999.82,Shopping
TXN299312,bank a/c transfer payment #7311,4507.57,Financial Services
TXN739427,pizza hut payment #8199,2667.94,Food & Dining
TXN885884,salary credit payment #7658,4871.8,Financial Services
TXN570646,meesho payment #2430,1018.22,Shopping
TXN495323,spotify premium payment #2059,3255.53,Bills & Subscriptions
TXN532368,ioc fuel station payment #1291,602.95,Fuel
TXN484682,nykaa payment #9898,4134.09,Shopping
TXN950544,icici emi payment payment #1878,843.46,Financial Services
TXN311524,bigbasket payment #6064,1019.94,Groceries
TXN306012,essar petrol payment #9955,3718.41,Fuel
TXN591246,dmart ready payment #2531,1809.8,Groceries
TXN704677,makemytrip payment #7518,1188.25,Travel & Transport
TXN505343,reliance petrol pump payment #2480,1496.84,Fuel
TXN771670,cult fit payment #5303,1570.83,Health & Fitness
TXN375617,yatra travels payment #5254,1017.05,Travel & Transport
TXN946699,dunzo payment #4794,4433.57,Groceries
TXN578621,shell payment #1944,1322.5,Fuel
TXN263568,abhibus payment #4271,3458.26,Travel & Transport
TXN766275,essar petrol payment #8605,2575.12,Fuel
TXN711486,unknown payment #6769,4850.75,Others
TXN174200,donation payment payment #1579,1794.64,Others
80,hoichoi subscription,49.99,Entertainment
TXN433451,bharatpetrol payment #3885,1259.1,Fuel
TXN711868,brewberrys cafe payment #4728,3634.86,Food & Dining
TXN846490,tneb payment payment #2276,3722.9,Utilities
TXN385959,dr lal pathlabs payment #1606,1089.75,Health & Fitness
TXN422763,microsoft 365 payment #7113,1981.78,Bills & Subscriptions
TXN479052,spencer’s retail payment #2022,4688.65,Groceries
TXN473276,pharmeasy payment #6917,2155.62,Health & Fitness
168,indian oil xtrafuel,43.0,Fuel
TXN993892,tata cliq payment #6051,2370.4,Shopping
TXN116495,flipkart payment #8916,3330.49,Shopping
TXN668471,pantaloons payment #4015,4592.81,Shopping
TXN281594,chai sutta bar payment #7173,1637.39,Food & Dining
TXN664032,airindia payment #9409,4787.88,Travel & Transport
TXN489043,hp petrol payment #9914,1998.88,Fuel
TXN313446,credit card pos payment #8242,3823.95,Financial Services
TXN391772,parking charges payment #4451,2209.63,Others
TXN993796,zee5 subscription payment #7706,4500.52,Entertainment
TXN441806,torrent power payment #8287,3004.26,Utilities
TXN134191,xbox live payment #4483,2331.62,Entertainment
TXN926045,airtel recharge payment #6558,374.67,Utilities
TXN499371,indianoil payment #9564,621.71,Fuel
TXN891030,tata cliq payment #4839,2744.82,Shopping
TXN465746,cafe coffee day payment #9011,1653.5,Food & Dining
TXN561697,unknown payment #4018,3453.76,Others
TXN946906,inox movies payment #2340,4412.48,Entertainment
TXN649855,uber payment #7266,365.23,Travel & Transport
TXN722776,dunzo payment #2208,2436.45,Groceries
TXN509573,dmart ready payment #3401,1669.25,Groceries
TXN516802,bigbasket payment #4116,3729.5,Groceries
TXN910389,brewberrys cafe payment #2234,968.02,Food & Dining
219,atm decline fee,30.0,Financial Services
39,ola ride,38.0,Travel & Transport
TXN178409,misc payment payment #3586,4843.76,Others
TXN352249,burger king payment #1025,3112.57,Food & Dining
91,lifestyle shopping,280.25,Shopping
TXN746582,housejoy payment #6515,2998.24,Others
TXN529161,essar petrol payment #4367,4874.55,Fuel
TXN843670,disney plus hotstar payment #8110,128.47,Bills & Subscriptions
TXN231211,jiomart grocery payment #7185,4891.84,Groceries
TXN838568,vodafone idea recharge payment #6218,1428.16,Utilities
TXN816400,nayara energy payment #9128,244.46,Fuel
TXN410401,reliance petrol pump payment #4787,2338.08,Fuel
263,upi transfer to cousin,700.0,Financial Services
TXN851413,bank service charge payment #3522,2542.04,Financial Services
TXN158639,ola payment #7251,484.54,Travel & Transport
TXN429795,company reimbursement payment #1601,2328.65,Financial Services
TXN522253,nobroker services payment #4177,1540.63,Others
TXN725376,bsnl bill payment #2781,3458.99,Utilities
TXN133875,reliance petrol pump payment #4342,3792.61,Fuel
TXN960072,goibibo payment #1941,4734.01,Travel & Transport
TXN622600,xbox live payment #8233,3833.63,Entertainment
TXN941496,dunzo payment #8698,566.09,Groceries
TXN187649,talwalkars gym payment #5553,1059.01,Health & Fitness
TXN701581,tnstc bus service payment #6142,1832.34,Travel & Transport
TXN830302,reliance petrol pump payment #2009,840.54,Fuel
TXN766216,microsoft 365 payment #3177,1727.03,Bills & Subscriptions
TXN541875,society maintenance payment #1491,258.15,Others
TXN493172,indianoil payment #9468,4128.33,Fuel
TXN301238,dr lal pathlabs payment #4907,656.44,Health & Fitness
TXN331039,jiomart grocery payment #5240,1586.71,Groceries
TXN414889,abhibus payment #4817,1355.59,Travel & Transport
TXN468292,nayara energy payment #9078,4420.68,Fuel
TXN346269,redbus payment #9175,3711.85,Travel & Transport
TXN749310,irl events india payment #8014,4411.7,Entertainment
TXN666820,reliance trends payment #7375,3417.47,Shopping
TXN734229,amazon prime video payment #2048,4140.45,Entertainment
TXN505785,zomato payment #4048,2545.32,Food & Dining
TXN570046,canva pro payment #5966,1498.23,Bills & Subscriptions
281,reversal of atm service charge,25.0,Financial Services
TXN295892,pizza hut payment #7334,1761.28,Food & Dining
TXN441203,urban company payment #7874,4849.87,Others
TXN296242,nayara energy payment #3831,1834.32,Fuel
TXN835473,nilgiris supermarket payment #7958,1921.25,Groceries
TXN855009,irl events india payment #7181,2428.61,Entertainment
TXN963918,indianoil payment #8005,529.38,Fuel
TXN477943,d mart payment #5489,557.37,Shopping
TXN848152,dr lal pathlabs payment #9177,1464.74,Health & Fitness
TXN999312,tata cliq payment #1266,708.76,Shopping
TXN824061,zee5 subscription payment #7608,3837.92,Entertainment
TXN344068,bpcl fuel outlet payment #6856,3857.53,Fuel
TXN213844,abhibus payment #7196,1988.76,Travel & Transport
TXN295937,canva pro payment #3498,3673.32,Bills & Subscriptions
TXN512151,ajio payment #3924,4964.95,Shopping
185,jio data plan,150.0,Bills & Subscriptions
TXN570777,society maintenance payment #8932,3065.57,Others
TXN948102,chai sutta bar payment #8668,1436.9,Food & Dining
TXN903562,adobe creative cloud payment #4666,4665.72,Bills & Subscriptions
TXN592972,haldirams payment #1333,2013.22,Food & Dining
TXN599555,misc payment payment #9182,4677.75,Others
TXN879243,bookmyshow payment #8283,145.88,Entertainment
TXN946335,hdfc atm payment #6635,3058.26,Financial Services
76,subhiksha groceries,320.75,Groceries
TXN794447,xbox live payment #8417,1437.76,Entertainment
TXN940346,bhim upi payment #2988,2336.66,Financial Services
TXN411152,bigbasket payment #1729,603.8,Groceries
TXN166670,1mg payment #6143,3047.84,Health & Fitness
TXN694191,urban company payment #5997,519.43,Others
TXN724377,debit card payment payment #9702,4940.67,Financial Services
TXN919378,nayara energy payment #4532,2339.53,Fuel
TXN934515,society maintenance payment #3263,3067.17,Others
TXN188501,airtel digital tv payment #1542,1779.96,Utilities
TXN573962,wow momo payment #9408,3008.96,Food & Dining
TXN966985,max healthcare payment #6285,4374.97,Health & Fitness
TXN104324,bpcl fuel outlet payment #4122,187.79,Fuel
TXN427305,act fibernet payment #1368,2930.04,Utilities
TXN315379,westside payment #8239,669.58,Shopping
TXN631607,donation payment payment #3955,2922.59,Others
TXN988765,society maintenance payment #6259,4196.4,Others
TXN558600,max healthcare payment #2375,1524.44,Health & Fitness
TXN901387,tnstc bus service payment #5501,2504.95,Travel & Transport
37,nykaa beauty products,600.0,Shopping
TXN932106,prime membership payment #3553,4116.06,Bills & Subscriptions
TXN787036,unknown payment #6146,1813.37,Others
TXN478798,max healthcare payment #3226,2529.5,Health & Fitness
TXN623502,nature's basket payment #2702,1428.36,Groceries
TXN242071,pantaloons payment #4203,2343.52,Shopping
TXN781433,yatra travels payment #4259,2926.58,Travel & Transport
TXN617326,tata cliq payment #7033,2999.29,Shopping
TXN216793,notion subscription payment #2895,1525.78,Bills & Subscriptions
TXN927119,apollo pharmacy payment #1895,3484.34,Health & Fitness
TXN743241,inox movies payment #4137,540.84,Entertainment
TXN828813,act fibernet payment #5738,920.79,Utilities
TXN843266,brewberrys cafe payment #7421,731.86,Food & Dining
TXN304568,notion subscription payment #5626,3512.24,Bills & Subscriptions
TXN889882,haldirams payment #8756,1341.24,Food & Dining
TXN672661,atm cash removal payment #9818,3762.83,Financial Services
TXN332542,orix cabs payment #2444,413.99,Travel & Transport
TXN772925,redbus payment #2617,255.9,Travel & Transport
TXN301603,thai pavilion payment #5331,3089.38,Food & Dining
TXN467121,subway payment #4674,4251.65,Food & Dining
121,bigbasket groceries,450.0,Groceries
TXN795205,imps transfer payment #7455,3000.27,Financial Services
TXN555251,redbus payment #2850,1256.23,Travel & Transport
TXN243110,notion subscription payment #2878,3574.59,Bills & Subscriptions
TXN430108,urbanclap payment #6930,1231.36,Others
90,bses rajdhani bill,1150.0,Utilities
TXN454375,apple music payment #7115,4851.67,Bills & Subscriptions
TXN356709,bigbasket payment #1934,3731.11,Groceries
TXN567220,pharmeasy payment #6651,1821.64,Health & Fitness
TXN242321,faasos payment #9047,1080.87,Food & Dining
TXN935741,amazon prime video payment #4046,1291.45,Entertainment
TXN896456,irctc payment #6544,4661.16,Travel & Transport
12,makemytrip hotel booking,2800.0,Travel & Transport
TXN454233,amazon prime video payment #6074,2872.24,Entertainment
TXN503457,incentive payment payment #7916,3022.4,Financial Services
TXN780432,nykaa payment #2350,1922.03,Shopping
TXN181586,ioc fuel station payment #3304,1722.73,Fuel
TXN189261,hpcl pump payment #7456,2732.05,Fuel
TXN282450,parking charges payment #4876,616.62,Others
TXN696799,nobroker services payment #7162,4382.49,Others
TXN517302,disney plus hotstar payment #4432,4657.08,Bills & Subscriptions
TXN695034,bigbasket payment #6388,1147.48,Groceries
TXN372387,airindia payment #8370,3748.51,Travel & Transport
TXN181865,spotify payment #8802,1152.44,Entertainment
TXN382089,prime membership payment #6642,4089.72,Bills & Subscriptions
TXN592584,spencer’s retail payment #3452,3850.55,Groceries
TXN924566,irctc payment #4638,2216.48,Travel & Transport
TXN581206,dominos payment #6417,896.22,Food & Dining
TXN704864,gold’s gym india payment #9457,4327.28,Health & Fitness
TXN403314,flipkart payment #3295,2569.09,Shopping
TXN802685,hdfc atm payment #7690,1733.21,Financial Services
TXN211222,1mg payment #7458,1930.44,Health & Fitness
TXN988980,torrent power payment #5705,2192.56,Utilities
TXN751332,sbi card payment payment #2188,145.65,Financial Services
TXN235073,prime membership payment #6149,702.92,Bills & Subscriptions
TXN925981,salary credit payment #7798,1765.39,Financial Services
TXN446968,hp petrol payment #9055,1671.11,Fuel
TXN579776,d mart payment #6993,1697.33,Shopping
TXN276394,microsoft 365 payment #7997,3429.28,Bills & Subscriptions
TXN961866,misc payment payment #6463,3012.26,Others
TXN417078,misc payment payment #3303,3114.52,Others
TXN237259,disney plus hotstar payment #9978,2029.49,Bills & Subscriptions
TXN222930,more supermarket payment #1915,3760.28,Groceries
TXN607157,municipal water tax payment #9666,4937.23,Utilities
TXN810360,pvr cinemas payment #2657,202.87,Entertainment
TXN288646,airtel digital tv payment #9154,2513.27,Utilities
TXN863933,columbia asia payment #3409,4017.92,Health & Fitness
TXN470858,atm fee payment #5088,3367.97,Financial Services
TXN527847,transfer payment #1085,1861.85,Others
TXN205885,indianoil payment #5933,2162.27,Fuel
TXN686179,ola payment #8951,3562.47,Travel & Transport
TXN702733,bhim upi payment #7248,2902.42,Financial Services
TXN311697,inox movies payment #3257,702.62,Entertainment
TXN276358,bookmyshow payment #3332,1929.2,Entertainment
TXN658272,netflix payment #5553,4600.12,Entertainment
TXN729557,apollo pharmacy payment #7570,3128.22,Health & Fitness
TXN693677,reliance fresh payment #5745,322.68,Groceries
TXN962520,hp petrol payment #8133,1089.4,Fuel
TXN250753,bigbasket payment #5505,506.52,Groceries
TXN743684,myntra payment #6580,3065.33,Shopping
TXN825104,tneb payment payment #5659,3094.34,Utilities
TXN218327,medplus payment #9425,1215.02,Health & Fitness
TXN267914,reliance trends payment #9454,954.82,Shopping
TXN163406,amazon payment #5295,1157.14,Shopping
TXN313660,blinkit payment #3605,4748.63,Groceries
TXN953929,coursera plus payment #2806,2308.24,Bills & Subscriptions
TXN447704,h&m india payment #7547,4837.37,Shopping
TXN414985,tnstc bus service payment #2562,3016.63,Travel & Transport
199,myglamm shopping,300.0,Shopping
TXN108739,housejoy payment #5725,639.93,Others
TXN362285,youtube premium payment #3549,3870.29,Bills & Subscriptions
TXN728204,zee5 premium payment #2922,985.25,Bills & Subscriptions
TXN566297,swiggy payment #7070,1164.62,Food & Dining
TXN576728,yatra travels payment #7358,2401.4,Travel & Transport
TXN400814,behrouz biryani payment #3392,774.24,Food & Dining
TXN516774,ioc fuel station payment #2892,1610.93,Fuel
TXN910065,reliance trends payment #6224,2929.63,Shopping
TXN385470,sms charge payment #5982,3528.7,Financial Services
TXN194511,swiggy payment #6977,3688.56,Food & Dining
TXN819380,ajio payment #2481,872.32,Shopping
TXN679958,tanishq payment #6090,1703.77,Shopping
TXN325667,apple music payment #5910,4294.82,Bills & Subscriptions
TXN355570,company reimbursement payment #8905,4903.2,Financial Services
TXN728437,swiggy payment #4612,2036.79,Food & Dining
TXN196402,spencer’s retail payment #3569,1431.96,Groceries
TXN676802,ksrtc bus payment #6772,4522.18,Travel & Transport
TXN507723,croma payment #8365,3001.8,Shopping
TXN800007,bescom electricity payment #7995,3491.89,Utilities
TXN371393,decathlon payment #2376,2953.39,Shopping
TXN568957,disney plus hotstar payment #3948,126.09,Bills & Subscriptions
TXN986159,freelancer payment payment #5806,362.33,Others
124,health club membership,1500.0,Health & Fitness
TXN929924,paradise biryani payment #8126,1445.32,Food & Dining
TXN577328,transfer payment #4069,1727.56,Others
TXN487896,tneb payment payment #7801,923.45,Utilities
TXN246622,decathlon payment #8035,1641.07,Shopping
TXN217683,jio fiber payment #9603,1581.36,Utilities
TXN513697,thai pavilion payment #9899,1960.5,Food & Dining
133,cult.fit fitness,1000.0,Health & Fitness
TXN591699,behrouz biryani payment #3473,2254.84,Food & Dining
TXN244455,spencer’s retail payment #5422,3523.46,Groceries
TXN130990,blinkit payment #2992,1044.94,Groceries
TXN126775,urban company payment #3458,4568.18,Others
TXN225812,kfc payment #5186,1518.29,Food & Dining
TXN378361,bank a/c transfer payment #5279,974.98,Financial Services
TXN910620,rtgs transfer payment #1750,3340.19,Financial Services
TXN856729,microsoft 365 payment #8652,1626.17,Bills & Subscriptions
TXN865263,spencer’s retail payment #3550,2285.67,Groceries
TXN877306,microsoft 365 payment #3960,1791.35,Bills & Subscriptions
TXN142211,canva pro payment #2813,1028.88,Bills & Subscriptions
47,foodpanda delivery,28.0,Food & Dining
TXN880523,urbanclap payment #8056,1861.16,Others
TXN726979,shoppers stop payment #7176,462.43,Shopping
TXN515182,tata cliq payment #6049,3644.07,Shopping
TXN744274,barbeque nation payment #3050,3162.61,Food & Dining
TXN718372,bpcl fuel outlet payment #7782,4856.46,Fuel
TXN789233,amazon payment #6488,107.16,Shopping
5,netflix subscription,14.99,Bills & Subscriptions
TXN524778,heritage fresh payment #6131,3298.23,Groceries
TXN100096,makemytrip payment #3551,1587.51,Travel & Transport
TXN158232,talwalkars gym payment #5635,1683.54,Health & Fitness
TXN453723,blinkit payment #8703,2116.46,Groceries
TXN919506,housejoy payment #8069,2440.2,Others
TXN889256,playstation store payment #6613,3212.33,Entertainment
TXN591190,jiomart grocery payment #2264,4101.14,Groceries
TXN857524,amazon payment #3688,2256.49,Shopping
TXN155040,chai sutta bar payment #4697,3225.93,Food & Dining
TXN244247,subway payment #4145,1210.06,Food & Dining
TXN880550,goibibo payment #6465,2500.67,Travel & Transport
TXN594392,xbox live payment #8295,4822.95,Entertainment
TXN124368,alt balaji payment #5909,1697.79,Entertainment
TXN752944,zee5 subscription payment #8755,673.01,Entertainment
TXN411762,medplus payment #5708,1399.26,Health & Fitness
TXN970708,meesho payment #2989,158.59,Shopping
TXN419149,kfc payment #1742,4736.68,Food & Dining
51,bp fuel,42.0,Fuel
TXN894068,firstcry payment #5833,2882.13,Shopping
TXN139448,jio fiber payment #3859,3091.64,Utilities
TXN352603,google one payment #8899,3346.95,Bills & Subscriptions
TXN910326,act fibernet payment #5532,2708.15,Utilities
TXN324381,brewberrys cafe payment #5201,3761.96,Food & Dining
TXN181670,shoppers stop payment #6241,1429.16,Shopping
TXN594596,indianoil payment #5602,387.1,Fuel
TXN813213,zee5 subscription payment #7666,1442.77,Entertainment
TXN870033,torrent power payment #3740,1133.2,Utilities
TXN188813,tanishq payment #7779,2000.22,Shopping
TXN721418,canva pro payment #3057,549.62,Bills & Subscriptions
TXN597732,debit card payment payment #3607,3743.91,Financial Services
TXN769795,amazon prime video payment #4594,4607.77,Entertainment
TXN938603,playstation store payment #6902,4000.27,Entertainment
20,domino's pizza delivery,18.5,Food & Dining
TXN453123,chayos payment #9626,284.96,Food & Dining
36,adani power bill,1100.0,Utilities
TXN203428,canva pro payment #4160,3552.83,Bills & Subscriptions
TXN580614,transfer payment #8666,4423.88,Others
TXN770242,notion subscription payment #1866,4600.36,Bills & Subscriptions
TXN795928,sms charge payment #7246,1991.79,Financial Services
TXN647098,alt balaji payment #1866,4790.73,Entertainment
TXN332022,firstcry payment #7781,324.01,Shopping
TXN598424,tata play dth payment #8987,248.29,Utilities
TXN637566,airtel digital tv payment #1176,2397.46,Utilities
TXN827712,bank service charge payment #2646,2274.02,Financial Services
TXN894520,microsoft 365 payment #8756,4952.54,Bills & Subscriptions
TXN800722,tnstc bus service payment #3315,3505.85,Travel & Transport
TXN146777,donation payment payment #1510,885.53,Others
TXN539459,reliance fresh payment #4253,1811.45,Groceries
292,upi merchant payment - chicken shop,420.0,Financial Services
TXN462147,behrouz biryani payment #6231,3697.58,Food & Dining
TXN795556,essar petrol payment #4624,4428.64,Fuel
TXN531077,zee5 subscription payment #2570,3124.78,Entertainment
201,imps transfer to hdfc bank account,1500.0,Financial Services
TXN733870,nature's basket payment #2389,4488.37,Groceries
TXN889410,ola payment #7436,4858.1,Travel & Transport
TXN137150,zee5 premium payment #9446,4146.06,Bills & Subscriptions
TXN457455,kritunga payment #7163,2157.18,Food & Dining
TXN416900,apple music payment #7993,1339.07,Bills & Subscriptions
TXN550592,nobroker services payment #7180,3507.66,Others
TXN264550,hpcl pump payment #1894,157.06,Fuel
TXN962367,wow momo payment #5295,2964.34,Food & Dining
TXN635608,misc payment payment #4464,4059.37,Others
TXN267666,torrent power payment #9383,3099.16,Utilities
TXN138328,adani electricity payment #3174,1105.42,Utilities
TXN126135,max healthcare payment #5940,695.3,Health & Fitness
156,goair flight booking,1600.0,Travel & Transport
TXN443005,misc payment payment #4644,3664.07,Others
TXN897273,tata play dth payment #8513,2149.3,Utilities
TXN528178,jiomart grocery payment #5326,3638.19,Groceries
TXN963539,tata cliq payment #6484,2210.02,Shopping
TXN214939,transfer payment #8435,1545.21,Others
237,upi transfer to tuition teacher,2000.0,Financial Services
TXN317722,zara india payment #6870,4826.71,Shopping
TXN825309,pantaloons payment #7566,2718.4,Shopping
TXN535050,pizza hut payment #6727,4659.31,Food & Dining
TXN518098,burger king payment #6553,4154.35,Food & Dining
227,icici credit card bill payment,8500.5,Financial Services
TXN891952,atm cash removal payment #4470,4651.68,Financial Services
TXN368735,bookmyshow payment #3064,3223.08,Entertainment
TXN496129,misc payment payment #4175,4611.17,Others
TXN608913,zara india payment #3139,2874.1,Shopping
TXN742525,urbanclap payment #9957,1375.33,Others
TXN485570,local technician payment #2933,4496.02,Others
TXN131127,bookmyshow payment #6896,315.13,Entertainment
TXN181724,ajio payment #1017,1145.76,Shopping
TXN544407,netflix payment #4696,4892.67,Entertainment
TXN900527,columbia asia payment #9443,2320.82,Health & Fitness
TXN879850,hp petrol payment #4734,758.49,Fuel
17,bookmyshow tickets,150.0,Entertainment
TXN706472,reliance fresh payment #8361,3230.69,Groceries
TXN140220,parking charges payment #6157,4472.14,Others
TXN462351,hdfc loan emi payment #3588,461.92,Financial Services
TXN425486,swiggy payment #6766,2585.95,Food & Dining
TXN135399,dunzo payment #8363,919.52,Groceries
TXN258898,heritage fresh payment #1612,1521.58,Groceries
TXN976129,blinkit payment #2356,1829.75,Groceries
TXN431246,blablacar payment #4365,3470.06,Travel & Transport
TXN572436,amazon payment #5478,3939.39,Shopping
TXN549788,notion subscription payment #8961,504.81,Bills & Subscriptions
TXN792956,dr lal pathlabs payment #7766,562.97,Health & Fitness
TXN483713,chayos payment #6992,3842.9,Food & Dining
272,upi payment for medicines,620.0,Financial Services
TXN442220,medplus payment #8306,1851.23,Health & Fitness
TXN158743,bescom electricity payment #7782,4646.17,Utilities
TXN635118,inox movies payment #4485,2967.28,Entertainment
TXN150633,urbanclap payment #5871,2517.14,Others
TXN516866,cult fit payment #6296,4874.56,Health & Fitness
TXN534313,cult fit payment #7944,3670.17,Health & Fitness
TXN914504,abhibus payment #4970,451.06,Travel & Transport
TXN423896,prime membership payment #1562,3034.51,Bills & Subscriptions
TXN406849,d mart payment #6302,4897.1,Shopping
TXN177680,bank a/c transfer payment #2070,2063.47,Financial Services
TXN246748,firstcry payment #7288,3802.49,Shopping
TXN942678,urban company payment #2908,4845.35,Others
TXN889013,spotify premium payment #6045,3696.27,Bills & Subscriptions
TXN396323,unknown payment #3076,2248.92,Others
TXN181644,swiggy payment #8147,191.83,Food & Dining
TXN812052,freelancer payment payment #3866,1400.02,Others
TXN947438,hp petrol payment #2404,3373.89,Fuel
TXN623125,indianoil payment #5026,3271.66,Fuel
TXN396567,nayara energy payment #5203,2747.16,Fuel
TXN777663,dmart ready payment #2225,2912.35,Groceries
TXN389939,yatra travels payment #6693,4820.11,Travel & Transport
TXN371638,urbanclap payment #1996,4763.35,Others
TXN578073,indianoil payment #5885,4747.47,Fuel
TXN956437,unknown payment #3282,1100.74,Others
TXN297209,google one payment #1732,1261.79,Bills & Subscriptions
TXN938817,orix cabs payment #4924,2631.39,Travel & Transport
207,amazon pay upi grocery purchase,450.2,Financial Services
TXN371222,redbus payment #9952,2664.0,Travel & Transport
TXN979414,flipkart payment #2600,2241.73,Shopping
TXN888395,google one payment #1785,936.66,Bills & Subscriptions
TXN678235,misc payment payment #5529,4495.52,Others
TXN706403,nykaa payment #1049,3754.44,Shopping
TXN810638,jio fiber payment #4193,2647.77,Utilities
TXN178628,heritage fresh payment #9723,4364.25,Groceries
TXN183952,municipal water tax payment #8889,4812.51,Utilities
TXN693943,1mg payment #6518,1439.49,Health & Fitness
99,adani electricity bill,1200.0,Utilities
TXN417468,donation payment payment #7380,154.0,Others
TXN270162,inox movies payment #5909,2151.61,Entertainment
TXN948310,dmart ready payment #5822,2388.51,Groceries
300,upi payment to water supplier,500.0,Financial Services
104,zee5 music subscription,49.99,Bills & Subscriptions
TXN675512,hpcl pump payment #1891,4271.8,Fuel
TXN331512,bpcl fuel outlet payment #3333,888.68,Fuel
TXN608947,rapido payment #1512,1090.19,Travel & Transport
TXN315173,chai point payment #3063,3956.19,Food & Dining
TXN263137,bikanervala payment #2391,4428.38,Food & Dining
TXN461260,yatra travels payment #6706,1033.4,Travel & Transport
TXN959142,nature's basket payment #7126,4499.68,Groceries
TXN868561,gold’s gym india payment #2959,1928.69,Health & Fitness
TXN706279,gold’s gym india payment #2506,3616.76,Health & Fitness
TXN452161,sms charge payment #5681,1249.02,Financial Services
TXN554197,indianoil payment #3752,4628.25,Fuel
TXN420389,apollo pharmacy payment #7564,1080.37,Health & Fitness
TXN936865,prime membership payment #5476,817.02,Bills & Subscriptions
TXN337730,orix cabs payment #2974,4361.95,Travel & Transport
TXN756075,bigbasket payment #7778,460.52,Groceries
TXN907141,fortis hospital payment #7093,4856.55,Health & Fitness
TXN429748,blinkit payment #7523,2551.06,Groceries
TXN220034,misc payment payment #2014,3098.33,Others
TXN196931,blinkit payment #4015,4169.69,Groceries
TXN118080,sms charge payment #9041,2296.06,Financial Services
TXN690607,gold’s gym india payment #9335,4130.6,Health & Fitness
TXN199613,essar petrol payment #7979,3718.85,Fuel
TXN907889,google one payment #1223,3446.51,Bills & Subscriptions
TXN166007,tata play dth payment #1351,1528.43,Utilities
TXN288724,pantaloons payment #1519,1506.74,Shopping
TXN747966,urbanclap payment #3858,819.82,Others
